entorno,nombre,etapa,tipo,area_responsable,descripcion,monto_contrato,comuna,barrio,direccion,fecha_inicio,fecha_fin_inicial,plazo_meses,porcentaje_avance,licitacion_oferta_empresa,licitacion_anio,contratacion_tipo,nro_contratacion,cuit_contratista,expediente-numero
Barrio Los Piletones,Barrio Los Piletones: Plaza En Manzana 4,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,"El Objeto De La Obra Es Crear Un Nuevo Espacio Publico De Aproximadamente 500 M2, Con 130 M2 De Espacio Verde Y Absorbente Para Brindar Un Nuevo Pulmon Al Barrio.Incluira Nueva Iluminacion Y Se Ejecutara Una Reja Perimetral Que Permita Brindar Mayor Seguridad Al Sector, Evitando Que La Plaza Pueda Ser Utilizada En Horarios Nocturnos.",6904948.0,8,villa soldati,mujeres luchadoras 2850 y esperanza,2017-06-29,2017-12-15,4,100,UrbaserArgentinaS.A.,2017,Licitacion Publica,04-CBAS-2017,30682256504,nan
Caniles,Canil Parque Lezama,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,2652765.0,4,la boca,"paseo colon av. y garcia, martin av.",2016-06-04,2016-05-08,0,100,AlgieriS.A,2016,nan,nan,30699339810,nan
Caniles,Canil Parque Patricios,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,3564845.0,4,parque patricios,caseros av. y monteagudo,2016-04-19,2016-11-29,7,100,IndaltecS.A.ComercializadoraPací­ficoS.A.UTE,2016,nan,nan,30712217487,nan
Caniles,Canil Plaza Armenia,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,2157347.0,14,palermo,malabia y costa rica,2016-04-19,2016-11-20,7,100,IndaltecS.A.ComercializadoraPací­ficoS.A.UTE,2016,nan,nan,30712217487,nan
Caniles,Canil San Martin,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,5034647.0,1,retiro,del libertador av. y san martin,2016-08-04,2016-07-12,0,100,UrbaserArgentinaS.A-CeobSaUte,2016,nan,nan,30714682489,nan
Caniles,Canil Centenario - C1,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,2297470.0,6,caballito,"diaz velez av. y marechal, leopoldo",2016-04-14,2017-10-04,18,100,CASAMACCHIS.A.,2016,nan,nan,30608125201,nan
Caniles,Canil Centenario - C2,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,2447396.0,6,caballito,"diaz velez av. y marechal, leopoldo",2016-04-14,2017-10-04,18,100,CASAMACCHIS.A.,2016,nan,nan,30608125201,nan
Caniles,Canil Centenario - C3,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,2339767.0,6,caballito,"diaz velez av. y marechal, leopoldo",2016-04-14,2017-10-04,18,100,CASAMACCHIS.A.,2016,nan,nan,30608125201,nan
Plazas y Parques de Comuna 1,Reserva Ecologica. Nuevo borde costero - Playa.,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,5434421.0,1,puerto madero,"villaflor, azucena y de los italianos av.",2017-02-01,2017-03-30,1,100,PlanobraS.A-IndaltecS.AUte,2016,nan,nan,30712230467,nan
Plazas y Parques de Comuna 1,Reserva Ecologica: Rambla,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,3548080.0,1,puerto madero,"de los italianos av. y villaflor, azucena",2017-02-01,2017-03-30,1,100,PlanobraS.A-IndaltecS.AUte,2016,nan,nan,30712230467,nan
Plazas y Parques de Comuna 1,9 de Julio - Uade,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,3500000.0,1,montserrat,lima y chile,2016-12-20,2017-05-30,5,100,UrbaserArgentinaS.A-CeobSaUte,2017,nan,nan,30714682489,nan
Plazas y Parques de Comuna 6,Parque Centenario: Veredas,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,9843854.0,6,caballito,"diaz velez av. y marechal, leopoldo",2016-10-09,2017-02-17,4,100,CASAMACCHIS.A.,2016,nan,nan,30608125201,nan
Plazas y Parques de Comuna 1,Campana del Chaco: Puesta en valor,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,8654246.0,1,puerto madero,"padre migone - rodriguez, tristan, dr., av. - brasil, av. - calabria",2017-10-23,2018-02-23,4,100,AlgieriS.A,2017,nan,nan,30699339810,nan
Bibliotecas,Biblioteca Julio Cortazar - Casa De La Lectura: Puesta En Valor,Finalizada,Arquitectura,Ministerio de Cultura,"Puesta En Valor Integral Biblioteca Julio Cortazar, Tareas De Mantenimiento Y Refaccion",4206200.0,15,villa crespo,lavalleja 924,2017-06-01,2017-12-31,6,100,Obrarealizadaconpersonalpropio,nan,nan,nan,nan,nan
Barrio 20,Barrio 20 y Celedonio Escalada: Alumbrado publico general,Finalizada,Espacio Publico,Ministerio de Desarrollo Humano y Habitat,"Ejecucion Del Alumbrado Publico, Junto Con El Ordenamiento Del Espacio Publico. Las Tareas Incluyen La Poda De irboles, Desmonte Y Retiro De Instalaciones Electricas Existentes, Como Tambien El Tendido Y Reparacion De Cables Desde Alimentador A Tablero Principal De Alimentacion. Provision Y Colocacion De Artefactos De Iluminacion.",5521581.0,8,villa lugano,unanue y albarino,2017-09-01,2018-12-29,15,100,Cooperativa,2017,nan,nan,nan,nan
Barrio 1 11 14,Barrio 1 11 14: Cancha Varela Y Frentes Perito Moreno,Finalizada,Espacio Publico,Ministerio de Desarrollo Humano y Habitat,Recuperacion Del Espacio Publico Que Se Encuentra En La Interseccion De Las Calles Varela Y Perito Moreno Y La Realizacion De Las Mejoras De Fachadas De Viviendas Comprendidas En Dicho Eje,5928273.0,7,flores,"varela av. y moreno, perito av.",2017-04-10,2017-12-15,8,100,ErnestoTarnouskyS.A.,2016,nan,nan,30628970714,nan
Barrio 31,Barrio 31: Cedel,Finalizada,Arquitectura,Ministerio de Desarrollo Humano y Habitat,"Se readecuo un edificio existente ampliando la cantidad de m2. Se adopto como medidas de eficiencia energetica, la aislacion de los techos; la aplicacion de artefactos luminicos eficientes energeticamente en los espacios interiores y comunes. Para reducir los consumos de agua, se implemento un sistema de almacenaje del agua de lluvia, se aplico un sistema dual de disposicion del agua de los sanitarios y se aplico sistemas de bajo consumo en la griferia en general. Se usaron muros de steel framing con estructura de tubos de acero galvanizado, aislacion termo-acustica intermedia e interior de paneles de placa de yeso . Se pusieron doble vidriado hermetico laminado para las ventanas ya que las carpinterias deberan cumplir como minimo con una transmitancia termica de entre 3 y 4 w/miA2k, cumpliendo con los parametros de norma IRAM 11.507, partes 1, 3 y 4.",7398101.0,1,retiro,gendarmeria nacional av. 690,2016-09-28,2016-12-27,3,100,KirS.R.L,2016,Licitacion Publica Nacional,339-SIGAF/17,30702232046,nan
Destacamentos De Bomberos,"Destacamentos De Bomberos: Remodelacion Cuartel de Bomberos III ""BARRACAS"" ",Finalizada,Arquitectura,Corporacion Buenos Aires Sur,Remodelacion Y Puesta En Valor Del Cuartel III - Barracas.,14305967.0,4,la boca,brandsen 1046,2017-11-03,2018-10-14,0,100,BuildingCoS.R.L,2017,Licitacion Publica,07-CBAS-2017,30708969881,nan
Instituto Superior De Seguridad Publica,Instituto Superior De Seguridad Publica: Ampliacion Poligono De Tiro,Finalizada,Arquitectura,Corporacion Buenos Aires Sur,Construccion De Nuevo Poligono Para Capacitacion Del Issp,64911719.0,9,parque avellaneda,santiago de compostela av. 3801,2017-06-15,2018-11-30,13,100,BuildingCoS.R.L,2017,Licitacion Publica,02-CBAS-2017,30708969881,nan
Plan 54 escuelas,Polo Larrazabal - Jardin de Infantes Integral N.deg 10 D.E. 21,Finalizada,Escuelas,Ministerio de Educacion,Inicial,12176766.0,8,villa riachuelo,larrazabal 5430,2017-01-01,2017-11-30,10,100,KainS.A.I.C.,2017,Licitacion Publica,nan,33522512279,nan
Plan 54 escuelas,Escuela de Educacion Primaria N.deg 11 D.E. 21,Finalizada,Escuelas,Ministerio de Educacion,Primaria,86611570.0,8,villa soldati,escalada av. 3900,2018-05-21,2019-02-28,10,100,VidogarConstruccionesS.A,2018,Licitacion Publica,nan,nan,nan
Plan 54 escuelas,Polo Piedrabuena -Jardin de Infantes Integral N.deg 4 D.E. 20,Finalizada,Escuelas,Ministerio de Educacion,Inicial,67760724.0,8,villa lugano,piedra buena av. y zuviria,2018-02-01,2019-05-31,15,100,GrupoViarsaS.A.-MasterObrasS.A.(U.T.),2018,Licitacion Publica,nan,33588171979,nan
Obras en escuelas de Comuna 10,Esc. Primaria Comun Ndeg 6 Ernesto Alejandro Bavio: Obras generales.,Finalizada,Escuelas,Ministerio de Educacion,"Obra De Reparaciones, Solado, Rampa, Sanitarios, Restauracion De Fachada.",7185200.0,10,floresta,bahia blanca 1551,2017-01-16,2018-08-27,19,100,CONSTRUCTORAPREMARTS.R.L.,2017,nan,nan,30709331031,nan
Obras en escuelas de Comuna 11,Esc. Primaria Comun Ndeg 15 Antonio Devoto: Obras generales.,Finalizada,Escuelas,Ministerio de Educacion,Obra De Reparacion Y Reacondicionamiento De Sanitarios,1373007.0,11,villa devoto,"carril, salvador maria del av. 4172",2016-10-31,2017-02-24,4,100,TalaConstruccionesS.A.,2016,nan,nan,30708267984,nan
Obras en escuelas de Comuna 15,Esc. Primaria Comun Grecia: Obras generales.,Finalizada,Escuelas,Ministerio de Educacion,Obra De Refacciones Varias,8660316.0,15,agronomia,condarco 3984,2016-11-24,2017-09-20,10,100,RadiotronicaConstruccionesS.A.,2016,nan,nan,33709466939,nan
Obras en escuelas de Comuna 1,Esc. Politecnica Manuel Belgrano: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,"Obra De Ampliacion, Refaccion Y Rehabilitacion. Refaccion De Fachada.",9226179.0,1,montserrat,bolivar 346,2015-12-01,2017-12-31,24,100,DragonairS.A.,2015,nan,nan,30707439587,nan
Obras en escuelas de Comuna 12,Esc. de Educacion Especial Ndeg 21 Rosario Vera Penaloza: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,"Obra De Trabajos En Tanques, Instalacion Contra Incendios Y Tareas Varias",498600.0,12,villa pueyrredon,obispo san alberto 2379,,2016-07-07,0,100,Spinelli&AsociadosS.R.L.,nan,nan,nan,30709411876,nan
Obras en escuelas de Comuna 8,Esc. Pimaria Comun Ndeg 23 Republica De Portugal: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,"Obra De Trabajos De Accesibilidad, Remodelacion Y Ampliacion Edilicia",4719903.0,8,villa lugano,sumaca santisima trinidad 5088,2016-11-01,2017-12-26,13,100,LasCortesS.R.L.,2016,nan,nan,30700041197,nan
Obras en escuelas de Comuna 10,Esc. Primaria Comun Ndeg 14 Hogar Naval Stella Maris: Obras generales.,Finalizada,Escuelas,Ministerio de Educacion,"Obra De Impermeabilizacion, Ejecucion De Sanitarios Para Discapacitados Y Reparaciones Varias",2445948.0,10,floresta,pergamino 211,2017-05-15,2017-12-31,7,100,DiltheyS.A.,2017,nan,nan,30711331847,nan
Obras en escuelas de Comuna 13,Esc. Primaria Comun Ndeg 12 Prof. Rodolfo Senet: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,Obra De Instalacion Electrica,945810.0,13,nunez,cramer av. 3271,2016-02-01,2017-08-22,18,100,COYPROSOCIEDADANONIMA,2016,nan,nan,30615108290,nan
Obras en escuelas de Comuna 13,Esc. Primaria Comun Ndeg 7 Manuel J. Garcia: Obras generales.,Finalizada,Escuelas,Ministerio de Educacion,"Trabajos De Restauracion De Cubiertas Del Casco Histotico, Tratamiento De Humedad De Cimientos, Revoques Y Accesibilidad",5749722.0,13,nunez,cabildo av. 3615,2016-10-01,2017-07-23,9,100,DIPIETROPAOLORUBENSERNESTO,2016,nan,nan,20044899532,nan
Obras en escuelas de Comuna 9,Esc. Pimaria Comun Ndeg 10 Alfonsina Storni: Obras generales.,Finalizada,Escuelas,Ministerio de Educacion,Obra De Impermeabilizacion.,679828.0,9,liniers,"de la torre, lisandro 1171",2016-10-04,2016-11-30,1,100,Spinelli&AsociadosS.R.L.,2016,nan,nan,30709411876,nan
Obras en escuelas de Comuna 15,Esc. Primaria Comun Ndeg 22 Agronomia: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,Obra De Instalacion Electrica Contra Incendios E Impermeabilizacion,11625617.0,15,agronomia,de los constituyentes av. 3100,2016-10-01,2017-08-30,10,100,EstudioIng.VillaS.R.L,2016,nan,nan,30707977481,nan
Obras en escuelas de Comuna 15,Esc. Primaria Comun Ndeg 27 Petronilla Rodriguez: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,Obra De Instalacion Electrica Y Ascensor,4617430.0,15,parque chas,andonaegui 1532,2016-12-12,2019-03-15,27,100,BonaldiS.R.L.,2016,nan,nan,30707443614,nan
Obras en escuelas de Comuna 7,Esc. Primaria Comun Ndeg 7 Ninas De Ayohuma: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,Obra De Instalacion Electrica,630703.0,7,parque chacabuco,asamblea av. 1221,2016-12-05,2017-09-01,9,100,QuatrovialS.A.,2016,nan,nan,30691349264,nan
Obras en escuelas de Comuna 11,Esc. Primaria Comun Ndeg 19 Bartolina Sisa: Obras generales.,Finalizada,Escuelas,Ministerio de Educacion,Obra De Reparaciones Varias,19150223.0,11,villa devoto,"carril, salvador maria del av. 4957",2017-01-16,2017-12-20,11,100,IngenorS.A,2017,nan,nan,30631453461,nan
Obras en escuelas de Comuna 10,Esc. Primaria Comun Ndeg 2 Alejandro Aguado: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,Obra De Instalacion Electrica,3399349.0,10,monte castro,cervantes 1911,2016-10-17,2019-03-06,29,100,CIACENTRALDECONTRUCCIONESSRL,2016,nan,nan,30708008393,nan
Obras en escuelas de Comuna 4,Esc. Primaria Comun Ndeg 12 Prof. Rodolfo Senet: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,Trabajos De Pintura.,40287468.0,4,barracas,"iriarte, gral. av. y montesquieu",2017-04-18,2017-11-03,7,100,S.E.S.S.A.-MIGS.A.-UTE,2017,nan,nan,30712264256,nan
Obras en escuelas de Comuna 10,Eem Ndeg 2 Rumania: Obras generales.,Finalizada,Escuelas,Ministerio de Educacion,"Obra De Refuncionalizacion, Accesibilidad, Reparaciones Varias",9935176.0,10,villa real,"porcel de peralta, manuel 1437",2017-11-15,2019-03-15,16,100,EcoparquesS.A.,2017,nan,nan,30712255176,nan
Obras en escuelas de Comuna 10,Esc. Primaria Comun Ndeg 14 Simon Bolivar: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,Obra De Trabajos De Instalacion Electrica E Impermeabilizacion,7168850.0,10,villa real,tinogasta 5768,2016-11-23,2017-11-30,12,100,CodyarS.R.L.,2016,nan,nan,30709320889,nan
Obras en escuelas de Comuna 15,Esc. Tecnica Ndeg 32 Gral. J. De San Martin: Obras generales.,Finalizada,Escuelas,Ministerio de Educacion,"Construccion De 2 Talleres Y Pasillo;Construccion De Tabique Divisorio En Taller Mecanico; Trabajos De Instalacion Electrica, Cambio De Solado En Pasillo Principal.",10450449.0,15,chacarita,"garcia, teodoro 3899",2017-09-06,2018-07-03,10,100,EcoparquesS.A.,2017,nan,nan,30712255176,nan
Plan 54 escuelas,Jardin Infantil integral N.Adeg 18 D.E. 5,Finalizada,Escuelas,Ministerio de Educacion,Inicial,58978115.0,4,parque patricios,uspallata 3325,2018-08-04,2020-04-30,20,100,MediterraneoS.A,2018,Licitacion Publica,nan,nan,nan
Obras en escuelas de Comuna 3,Esc. Normal Superior Ndeg 09 Domingo Faustino Sarmiento: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,"Restauracion, puesta en valor y rehabilitacion general.",0.0,3,balvanera,callao av. 450,2015-11-19,2019-03-08,40,100,nan,nan,nan,nan,nan,nan
Barrio Los Piletones,Barrio Los Piletones: Mejoras De Frentes - Etapa 2,Finalizada,Vivienda,Corporacion Buenos Aires Sur,La Propuesta De Obras Consiste En El Mejoramiento De Los Frentes De Las Parcelas Regularizadas,1655046.0,8,villa soldati,nan,2017-02-08,2017-01-10,2,100,ANTONIOALAKLTDA,2017,Contratacion Directa,38-CBAS-2017,30709930385,nan
Entorno Cildanez,Entorno Cildanez: Ejecucion De Vivienda En Lote 1-Frente Norte-Calle Horacio Casco - Villa 6,Finalizada,Vivienda,Corporacion Buenos Aires Sur,Ejecucion De Una Vivienda Unifamiliar Correspondiente Al Denominado Lote 1,527187.0,9,parque avellaneda,"casco, horacio, dr. y white",2015-06-19,2015-10-16,4,100,4DESEPTIEMBRELTDA,2016,Contratacion Directa,12-CBAS-2015,30709871672,nan
Entorno Cildanez,"Entorno Cildanez: Pavimento, Veredas, Desagi 1/4es Pluviales Y Alumbrado Publico",Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,El Completamiento De Las Obras De Apertura De La Calle Horacio Casco 4Aa. Veredas Y Luminarias Publicas,346471.0,9,parque avellaneda,"casco, horacio, dr. y white",2015-06-19,2015-08-17,2,100,4DESEPTIEMBRELTDA,2016,Contratacion Directa,15-CBAS-2015,30709871672,nan
Distrito Del Deporte,"Distrito Del Deporte: Canchas De Futbol En Club Social, Cultural Y Deportivo Unidos De Mataderos Barrio Pirelli",Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,Construccion De Cancha De Futbol De Hormigon Y Colocacion De Portones,617280.0,8,villa lugano,"peron, eva av. 7164",2015-11-24,2015-12-23,1,100,JorgeCanellesLtda,2016,Contratacion Directa,18-CBAS-2015,30708832959,nan
Barrio Los Piletones,Barrio Los Piletones: Reparacion De Caneria De Impulsion Cloacal Y Ejecucion De Camara De Aquietamiento,Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,"Reparacion De La Caneria En Dos Tramos Especificos Que A Continuacion Se Describiran, Y En La Construccion De Una Camara De Aquietamiento En El Extremo De Salida",1119649.0,8,villa soldati,"lacarra av. y janer, ana maria",2015-10-27,2015-10-12,0,100,KoparS.A,2016,Contratacion Directa,21-CBAS-2015,30707504990,nan
Barrio 31,Barrio 31: Anexo Cedel (Oficina Afip - Agip),Finalizada,Arquitectura,Ministerio de Desarrollo Humano y Habitat,"Sobre una construccion existente se realizaron las modificaciones necesarias para instalar oficinas de tributacion. Se adecuaron los espacios para habilitar la atencion al publico, se colocaron nuevos revestimientos, artefactos luminicos y se modifico el sistema cloacal del edificio existente.",993017.0,1,retiro,gendarmeria nacional av. 690,2017-02-13,2017-04-14,2,100,Merlino,2016,Licitacion Publica,339-SIGAF/17,20103652775,4828132/DGOPDU/2017
Entorno Cildanez,Entorno Cildanez: Demolicion De Vivienda Lote No 02 - Calle Horacio Casco Mza C - Frente Norte - Barrio Cildanez,Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,"La Demolicion De La Vivienda De Lote 2, Manzana C, Del Barrio Cildanez, Con El Proposito De Reservar El Predio Para La Construccion De La Vivienda Y La Reconstruccion Del Perfil Definitivo De La Manzana",104574.0,8,villa 6 - barrio cildanez,horacio casco,2015-11-13,2016-12-13,1,100,4DESEPTIEMBRELTDA,2016,Contratacion Directa,31-CBAS-2015,30709871672,nan
Barrio Los Piletones,Barrio Los Piletones: Mejoramiento Del Sector Liberado Sobre El Lago Soldati Manzana No 10,Finalizada,Hidraulica E Infraestructura,Corporacion Buenos Aires Sur,Mejoramiento De Los Sectores Ya Demolidos Con El Proposito De Recuperar El Borde Original Del Lago Regulador.,883917.0,8,villa soldati,lacarra av. 2700,2016-07-07,2016-04-09,2,100,LOSPILETONESLTDA,2016,Contratacion Directa,10-CBAS-2016,30710477910,nan
Parque Roca,Parque Roca: Reconstruccion De Cerco En Canchas De Tenis - Acceso C Parque Roca,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,Mantenimiento Integral De Los Cerramientos Que Contienen Las Canchas De Entrenamiento Del Predio Del Estadio Mary Teran De Weiss.,773279.0,8,villa soldati,"roca, cnel. av. 4490",2016-08-09,2016-04-11,2,100,CMCONSTRUCCIONESSA,2016,Contratacion Directa,12-CBAS-2016,30714322660,nan
Buenos Aires Playa 2017,Buenos Aires Playa 2017: Parque Indoamericano - Obra Civil,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,Ejecucion De Playa Seca Para Programa Bs As Playa 2017,901584.0,8,villa soldati,escalada av. y castanares av.,2016-12-15,2017-04-01,0,100,ElProgresoLtdaHubac,2017,Contratacion Directa,42-CBAS-2016,30710270550,nan
Entorno Microcentro,Calle Paraguay: Ampliacion de aceras,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"ireas Ambientales -La Obra Se Enmarca Dentro Del Plan Microcentro, Proponiendo La Puesta En Valor Y Ordenamiento De La Calle Paraguay Entre La Avenida C. Pellegrini Y L. N. Alem. Con El Objetivo De Incentivar El Uso Y Goce Del Espacio Urbano Se Propone El Ensanche De Veredas, La Incorporacion De Arbolado, El Ordenamiento Del Transito Y Transporte A Traves De Darsenas De Carga Y Descarga.",17966000.0,1,retiro,nan,2016-01-11,2017-06-02,17,100,AltoteS.A,2016,nan,nan,30707431896,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Provision E Instalacion De Butacas En Horquilla,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs Aslas Tareas A Ejecutar Corresponden A La Provision E Instalacion De Butacas En El Zona De Horquilla,1805153.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.",2017-06-16,2017-07-16,1,100,DiseñoYEquipamientosS.R.L.,2017,Contratacion Directa,36-CBAS-2017,30708288353,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Provision E Instalacion De Carteleria Publicitaria,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,"Consiste En La Provision E Instalacion De Carteleria Publicitaria En Los Sectores De Tanque De Agua, Escaleras, Estructura Sobre Barandas En Plateas A Y B, Tribuna Central, Tunel Peatonal Y Sanitarios.",1411966.0,8,villa riachuelo,"roca, cnel. av. 6902",2017-02-08,2017-01-09,1,100,VizcayAlejandroRaul,2017,Contratacion Directa,47-CBAS-2017,20216716486,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Provision E Instalacion De Maceteros Frente A Platea A,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs. As. Las Tareas A Ejecutar Corresponden A La Provision E Instalacion De Macetas De Fibrocemento En El Frente De La Platea A.,79880.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.",2017-11-30,2017-12-07,0,100,FacoS.A,2017,Contratacion Directa,50-CBAS-2017,30712463887,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Provision E Instalacion De Maceteros Frente A Platea B,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs. As. Las Tareas A Ejecutar Corresponden A La Provision E Instalacion De Macetas De Fibrocemento En El Frente De La Platea B.,79880.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.",2017-08-14,2017-08-21,0,100,MelContruccionesS.R.L,2017,Contratacion Directa,51-CBAS-2017,33714510679,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Provision E Instalacion De Maceteros En Plaza De Honor,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs. As. Las Tareas A Ejecutar Corresponden A La Provision E Instalacion De Macetas De Fibrocemento En Palco De Honor.,103735.0,8,villa riachuelo,"roca, cnel. av. 6902",2017-08-14,2017-08-21,0,100,MelContruccionesS.R.L,2017,Contratacion Directa,52-CBAS-2017,33714510679,nan
Subte Linea E,Subterraneos - Linea E: Sistema de senales,Finalizada,Transporte,Secretaria de Transporte y Obras Publicas,"Comprende la provision, instalacion y puesta en servicio de un sistema de senalamiento para los tramos comprendidos entre las estaciones Bolivar y Retiro, y entre la estacion Plaza de los Virreyes y la entrada del taller Lacarra.",241462471.0,1,san nicolas,corrientes av. 199,2015-12-02,2019-05-14,41,100,ALSTOMARGENTINASA,2014,Contratacion Directa,17/14,33660517109,nan
Subte Linea E,Subterraneos - Linea E: Sistema de comunicaciones,Finalizada,Transporte,Secretaria de Transporte y Obras Publicas,"Contempla la provision, instalacion y puesta en marcha de los sistemas de red de transporte de datos, telefonia, megafonia, informacion al publico, tierra-tren y alimentacion, en las estaciones Correo Central, Catalinas, Retiro y en el taller Lacarra.",27481263.0,1,san nicolas,corrientes av. 199,2017-12-13,2018-04-13,4,100,MultiradioS.A.,2016,Licitacion Publica,192/16,30573785742,nan
Subte Linea E,Subterraneos - Linea E: Implementacion del Sistema Scada de Energia y Auxiliares,Finalizada,Transporte,Secretaria de Transporte y Obras Publicas,"Comprende la provision e instalacion de las RTU, el cableado hasta los equipos y dispositivos, medios de enlace de fibra optica que permitan la implementacion de un sistema SCADA para las nuevas estaciones de la linea E (Correo Central, Catalinas, Retiro y sus equipos de ventilacion inter-estacion), taller Lacarra, rectificador/celda cc Lacarra y pozo de bombeo Mariano Acosta; obras correspondientes al tramo Bolivar -Retiro y taller Lacarra de la linea E.",18534542.0,1,san nicolas,corrientes av. 199,2017-11-01,2018-05-31,6,100,MultiradioS.A.,2016,Licitacion Publica,202/16,30573785742,nan
Subte Linea E,Subterraneos - Linea E: Traspaso de obras a la Ciudad,Finalizada,Transporte,Secretaria de Transporte y Obras Publicas,"Comprende la continuacion de tareas y ejecucion de obras complementarias necesarias para la finalizacion total del contrato para la iC/AAejecucion de las obras civiles destinadas a la extension de la linea e de la red de subterraneos de la Ciudad Autonoma de Buenos Aires, obra basica mas variante tuneliC/AA, cedido y transferido por el Estado Nacional al Gobierno de la Ciudad Autonoma de Buenos aires.",47813277.0,1,san nicolas,corrientes av. 199,2016-10-12,2018-06-30,20,100,BenitoRoggioEHijosS.A.,2007,Licitacion Publica,153/07,30501086246,nan
Subte Linea E,Subterraneos - Linea  E: Obra complementaria cochera - Taller Lacarra,Finalizada,Transporte,Secretaria de Transporte y Obras Publicas,"Comprende el proyecto y construccion de una estructura de apoyo para puentes gruas, catenaria y pasarelas metalicas en vias 1 y 2 en el taller Lacarra de la linea E de la red de subterraneos de Buenos Aires.",5800358.0,7,flores,av. lacarra y autopista dellepiane,2017-04-01,2019-10-31,30,100,BenitoRoggioEHijosS.A.,2007,Licitacion Publica,153/07,30501086246,nan
Subte Linea E,Subterraneos - Linea E: Dos puentes grua,Finalizada,Transporte,Secretaria de Transporte y Obras Publicas,"Comprende la provision, montaje y puesta en marcha de dos puentes grua en el taller Lacarra de la linea E de la red de subterraneos de Buenos Aires.",1881188.0,1,san nicolas,corrientes av. 199,2017-10-02,2018-02-02,4,100,FortisS.R.L.,2016,Compulsa privada de precios,140/16,30714765430,nan
